user_id,patient_id,session_count,avg_session_time,dropped_out
322,2162,18,40,0
323,1552,41,20,0
324,272,36,35,1
325,2270,42,51,0
326,1458,48,50,0
327,1193,3,31,0
328,1381,43,24,0
329,1802,43,21,0
330,991,17,48,0
331,534,24,32,1
332,243,35,47,0
333,695,48,19,1
334,1999,26,45,0
335,2900,44,30,0
336,1670,6,16,1
337,2558,6,33,0
338,438,47,16,0
339,783,8,23,0
340,1740,27,27,1
341,2322,48,57,1
342,2324,24,51,0
343,2249,24,11,0
344,888,39,39,0
345,2480,9,2,0
346,2586,35,31,0
347,1333,16,51,1
348,2836,32,53,0
349,2143,44,50,0
350,424,19,23,0
351,796,16,18,1
352,480,5,40,1
353,259,24,17,0
354,2217,6,38,0
355,812,16,57,0
356,2386,5,13,1
357,1278,30,36,0
358,2597,32,17,0
359,2037,4,38,1
360,2546,45,15,0
361,2546,18,38,1
362,863,10,33,1
363,479,19,17,0
364,2622,38,20,0
365,704,13,58,0
366,882,19,48,0
367,505,3,43,0
368,2325,18,3,1
369,1119,47,55,0
370,1459,43,12,0
371,2443,45,53,0
372,1176,46,5,0
373,1039,46,26,0
374,1540,34,38,0
375,1940,14,15,0
376,1659,24,50,0
377,617,2,31,1
378,2721,43,7,1
379,285,6,7,0
380,23,15,12,0
381,621,45,51,1
382,134,47,16,0
383,324,49,56,0
384,2952,34,57,0
385,1594,7,6,1
386,1826,26,26,0
387,2057,36,28,1
388,2503,19,30,0
389,188,36,39,0
390,2196,17,19,0
391,993,34,27,0
392,143,7,14,0
393,841,34,33,0
394,2452,35,41,0
395,1917,3,22,0
396,1937,7,32,0
397,1764,35,37,0
398,986,23,23,0
399,1887,41,31,0
400,1795,27,22,1
401,1429,19,11,1
402,2590,33,28,0
403,2328,5,9,0
404,545,36,58,0
405,560,9,35,0
406,390,4,24,0
407,1115,37,59,0
408,1446,10,27,0
409,2279,29,34,1
410,710,34,52,0
411,942,46,50,1
412,130,29,23,0
413,858,33,59,0
414,516,19,21,1
415,1502,45,52,0
416,1389,23,6,0
417,542,39,21,0
418,2488,3,11,0
419,2908,35,28,0
420,1775,37,4,0
421,2129,14,23,0
422,1342,49,13,0
423,2796,43,58,0
424,18,28,26,0
425,87,38,43,0
426,785,19,52,0
427,2514,16,42,1
428,2760,43,34,1
429,2547,31,56,0
430,2643,5,41,0
431,1900,37,23,0
432,640,20,33,0
433,1587,43,44,0
434,899,10,49,0
435,1641,11,4,0
436,687,34,59,0
437,1027,34,40,0
438,1385,14,45,1
439,650,1,32,1
440,799,41,21,0
441,2027,37,48,0
442,624,43,2,0
443,1841,11,13,0
444,70,15,20,1
445,718,23,57,0
446,2714,46,24,0
447,932,40,17,0
448,500,35,39,0
449,518,15,20,0
450,1106,27,4,0
451,1246,13,23,1
452,828,26,16,0
453,2545,34,31,1
454,1540,17,28,0
455,1637,49,44,0
456,1323,23,43,0
457,2311,22,6,0
458,463,9,40,1
459,1656,25,25,0
460,516,2,19,1
461,1054,20,22,0
462,318,29,51,0
463,757,47,48,1
464,489,3,26,0
465,2575,22,51,0
466,744,23,39,0
467,2775,11,26,0
468,818,20,51,0
469,2954,30,48,0
470,2974,30,4,1
471,748,48,55,0
472,965,46,1,0
473,753,13,33,1
474,2429,28,39,0
475,1068,38,24,1
476,2068,25,29,0
477,2057,6,33,0
478,283,26,32,0
479,2342,36,17,1
480,2797,9,2,0
481,2899,4,32,0
482,1826,4,28,0
483,1240,4,13,0
484,1685,30,45,0
485,1821,42,34,0
486,1932,30,15,1
487,2627,29,24,1
488,720,41,41,0
489,2351,33,56,0
490,2918,40,5,0
491,1251,19,35,0
492,212,42,23,0
493,2449,24,36,0
494,2268,5,53,0
495,1457,48,46,1
496,1920,35,1,0
497,699,41,1,0
498,335,29,25,0
499,2682,17,39,0
500,527,47,18,0
501,1582,33,33,1
502,1703,34,8,0
503,1761,6,34,0
504,2943,12,28,0
505,1652,9,47,0
506,2690,14,24,0
507,438,3,30,1
508,2303,2,22,0
509,1479,19,32,1
510,2528,8,1,0
511,1758,32,7,0
512,2004,41,3,0
513,2157,28,46,0
514,1475,14,56,1
515,1974,49,32,0
516,1768,45,42,0
517,1750,27,54,0
518,2773,26,52,1
519,1272,6,44,0
520,2833,5,40,1
521,1230,43,8,1
522,2200,5,54,1
523,1201,20,24,0
524,2375,29,56,0
525,1645,4,27,0
526,2745,36,11,1
527,1244,22,27,1
528,97,39,26,0
529,574,42,56,0
530,483,49,10,0
531,463,42,19,1
532,864,11,44,0
533,1470,27,33,0
534,2830,18,52,0
535,133,17,21,0
536,134,26,29,0
537,1554,31,56,1
538,2586,43,8,0
539,1724,11,17,1
540,655,33,40,1
541,2066,32,38,0
542,1289,36,10,0
543,2660,8,56,0
544,305,48,2,1
545,783,15,48,1
546,485,26,13,1
547,1173,23,44,0
548,812,43,59,0
549,1089,27,29,1
550,314,11,58,0
551,1684,6,44,0
552,2526,2,56,1
553,1302,19,48,1
554,2317,18,42,0
555,2317,5,28,0
556,2222,25,28,0
557,2966,47,48,0
558,2426,17,30,0
559,37,6,44,1
560,792,19,32,0
561,2560,43,53,0
562,2691,5,4,0
563,2084,40,26,0
564,280,40,33,1
565,1361,16,8,0
566,2447,28,32,1
567,115,40,12,0
568,826,36,50,1
569,2979,38,25,0
570,406,2,12,1
571,1876,3,15,0
572,840,43,13,1
573,699,3,43,0
574,1888,46,46,0
575,2751,19,25,0
576,1652,39,13,1
577,2849,3,45,0
578,1019,13,20,1
579,47,28,21,0
580,2716,48,7,0
581,1583,4,31,0
582,1585,15,8,0
583,289,11,20,0
584,1399,37,30,0
585,2362,8,28,0
586,2225,33,21,0
587,2863,42,51,0
588,1742,2,6,0
589,2565,37,33,1
590,2489,3,52,0
591,2631,44,56,0
592,1234,35,21,0
593,1506,19,30,0
594,1919,29,16,0
595,695,25,21,0
596,2563,35,1,0
597,1427,22,50,0
598,382,13,5,0
599,1320,18,35,0
600,2436,12,51,0
601,353,35,50,0
602,541,15,14,0
603,1888,35,7,0
604,2473,14,24,0
605,2279,43,8,0
606,2044,38,47,0
607,241,4,24,0
608,2948,42,9,1
609,536,40,48,0
610,651,5,43,1
611,5,18,36,0
612,516,30,50,0
613,1210,8,53,0
614,381,2,33,0
615,1367,15,15,1
616,2528,5,40,1
617,291,10,49,1
618,2468,44,16,1
619,1494,37,23,0
620,1039,22,2,1
621,169,11,45,0
622,1905,40,29,1
623,51,8,18,1
624,1035,18,37,0
625,2130,43,40,1
626,2568,6,29,0
627,2752,24,57,0
628,506,19,48,0
629,1308,27,39,0
630,911,20,36,0
631,1842,10,44,0
632,1951,25,41,0
633,1722,8,44,0
634,2258,25,39,0
635,1505,31,42,0
636,386,27,44,0
637,2383,21,50,0
638,630,39,17,0
639,1473,20,45,0
640,2441,42,1,0
641,1423,28,29,0
642,2250,26,35,0
643,57,7,39,0
644,2648,49,44,0
645,1006,45,7,0
646,565,39,47,0
647,1929,27,1,1
648,580,43,5,0
649,1979,26,5,0
650,667,48,58,0
651,934,26,7,1
652,1560,49,6,0
653,1831,24,31,0
654,406,5,22,0
655,2951,25,19,0
656,1584,39,9,0
657,787,18,50,0
658,264,24,44,0
659,1503,26,11,1
660,203,29,21,1
661,2678,8,3,0
662,1911,37,59,0
663,1585,22,25,0
664,582,32,27,0
665,487,42,26,0
666,2021,5,43,1
667,352,45,50,1
668,2375,44,56,1
669,382,19,2,0
670,670,18,49,0
671,2542,32,54,0
672,1676,7,39,0
673,2386,36,9,1
674,2023,11,41,0
675,1968,12,28,1
676,1133,20,23,1
677,1737,49,38,1
678,1890,36,8,0
679,1005,17,24,1
680,2562,9,41,0
681,279,40,57,0
682,361,8,10,1
683,1552,37,29,0
684,788,48,9,1
685,1631,37,26,0
686,1583,22,51,0
687,2163,29,29,1
688,2716,38,28,0
689,1704,20,21,1
690,1258,43,50,0
691,1202,45,32,1
692,2039,33,51,0
693,805,13,52,0
694,111,12,27,0
695,908,17,22,0
696,2444,6,51,1
697,1279,29,33,0
698,2264,20,9,1
699,2213,45,12,0
700,2694,22,58,0
701,1824,37,10,0
702,2822,3,33,0
703,729,26,33,0
704,253,5,35,1
705,921,16,52,0
706,1076,39,22,0
707,2331,26,29,0
708,1074,21,21,0
709,2048,33,20,0
710,1715,43,47,0
711,1719,39,22,0
712,1304,3,58,1
713,2630,49,54,1
714,2339,12,4,0
715,1973,16,11,0
716,1001,13,30,0
717,2546,15,31,0
718,1575,2,53,1
719,1540,49,55,0
720,2303,28,1,0
721,2282,21,24,0
722,1661,43,37,0
723,2930,17,15,0
724,2184,48,22,1
725,103,13,54,0
726,924,44,15,0
727,2579,20,48,0
728,810,29,56,0
729,90,23,56,0
730,2691,24,29,0
731,1238,43,43,0
732,678,31,43,0
733,2082,39,14,0
734,2045,3,10,0
735,1823,48,55,1
736,1680,41,18,0
737,1859,18,54,0
738,403,47,59,0
739,1768,31,39,0
740,928,35,42,1
741,121,14,47,1
742,2868,24,9,0
743,2519,19,6,0
744,1160,41,37,0
745,2091,28,57,0
746,978,20,38,1
747,86,6,16,0
748,1177,2,38,1
749,440,48,20,0
750,2042,1,39,0
751,2537,29,7,0
752,124,44,28,0
753,418,25,44,0
754,2907,29,50,0
755,2882,12,1,1
756,714,37,52,0
757,1019,45,45,0
758,64,17,6,0
759,1128,11,9,1
760,664,19,22,0
761,876,33,34,0
762,1949,18,21,0
763,467,31,15,1
764,2468,10,55,0
765,2109,21,9,0
766,792,24,45,0
767,1270,1,30,0
768,2903,17,19,0
769,697,36,9,0
770,2355,32,8,0
771,2897,47,33,1
772,349,17,2,0
773,2723,36,10,1
774,1531,5,7,0
775,2264,23,11,0
776,2757,19,56,0
777,1031,8,56,0
778,2889,19,9,0
779,2955,25,27,0
780,371,8,15,0
781,2704,49,20,0
782,1124,13,8,0
783,2117,46,50,0
784,1499,32,14,0
785,648,46,23,0
786,1784,1,42,0
787,2317,41,53,0
788,1733,24,57,0
789,389,35,52,1
790,2828,24,41,0
791,2015,44,35,0
792,1901,38,6,1
793,863,14,15,0
794,1849,14,42,0
795,1318,13,29,0
796,1377,10,21,0
797,2954,2,8,0
798,938,28,18,0
799,995,3,23,0
800,2881,48,59,0
801,2655,6,35,0
802,1681,7,25,0
803,1940,41,41,0
804,1844,24,30,1
805,300,33,57,0
806,215,36,23,0
807,1340,38,37,0
808,2832,40,10,0
809,653,47,23,0
810,2312,10,14,0
811,1771,21,14,0
812,2064,38,29,0
813,869,38,17,0
814,1977,34,57,0
815,1281,39,9,1
816,220,3,51,0
817,2464,21,50,1
818,1417,7,44,0
819,1756,26,47,0
820,2008,40,53,0
821,648,8,32,0
822,1966,5,24,0
823,2038,26,55,0
824,749,17,40,0
825,1245,29,5,0
826,1425,22,18,0
827,1434,42,1,0
828,984,9,58,1
829,771,49,46,0
830,2373,1,5,0
831,2680,26,42,0
832,2112,17,19,0
833,1967,25,21,1
834,615,15,5,0
835,965,47,46,1
836,1997,19,33,0
837,1954,9,17,0
838,2585,2,53,1
839,851,22,51,1
840,431,18,14,0
841,1947,32,56,0
842,562,46,27,1
843,1135,21,15,1
844,2050,3,11,0
845,601,11,52,0
846,343,35,26,0
847,2493,13,57,0
848,2965,3,26,0
849,140,6,22,1
850,1516,46,49,0
851,2264,18,24,1
852,140,29,8,1
853,564,19,32,0
854,1948,33,7,0
855,2513,9,16,0
856,821,5,33,1
857,175,18,10,0
858,1151,30,41,0
859,2159,17,32,0
860,1747,3,4,0
861,452,9,22,1
862,2641,25,59,0
863,2834,42,15,1
864,2935,48,54,0
865,1963,16,5,0
866,445,19,53,0
867,1037,1,53,0
868,1888,18,10,0
869,232,36,13,0
870,792,43,53,0
871,2522,9,50,0
872,2204,34,21,0
873,687,41,54,0
874,862,33,55,0
875,929,10,8,1
876,769,14,18,0
877,1114,30,45,0
878,1049,48,40,0
879,2030,1,44,0
880,225,44,4,0
881,574,14,29,0
882,2561,11,51,1
883,1764,14,47,1
884,1207,14,56,1
885,700,25,51,0
886,2477,16,59,0
887,2358,8,3,0
888,2276,7,35,0
889,139,18,25,1
890,309,27,26,0
891,2272,41,12,0
892,2728,27,31,0
893,1480,11,5,0
894,44,17,23,0
895,647,14,8,1
896,758,3,32,0
897,866,3,7,1
898,2995,12,17,1
899,1234,9,1,0
900,1090,48,55,0
901,2462,12,55,0
902,2468,32,11,0
903,2002,1,20,0
904,1104,15,33,0
905,2229,38,29,0
906,2866,29,2,0
907,2245,12,25,1
908,656,39,46,0
909,714,24,19,0
910,2360,7,40,0
911,2985,11,24,0
912,2474,14,46,0
913,1699,13,9,0
914,1587,43,23,0
915,213,47,36,1
916,2555,46,13,0
917,2238,26,52,1
918,790,1,5,0
919,1263,45,55,0
920,515,39,16,1
921,2237,30,45,0
922,2484,24,22,0
923,1972,12,25,0
924,427,6,6,0
925,1956,27,28,1
926,1278,46,8,0
927,2055,21,13,0
928,1330,7,4,0
929,2050,17,19,0
930,1980,18,42,1
931,1,20,42,1
932,2420,20,32,0
933,353,25,44,0
934,2391,29,4,0
935,2182,8,13,0
936,2732,3,48,0
937,414,6,32,0
938,1186,16,38,0
939,2091,5,37,0
940,1,35,29,0
941,350,47,30,0
942,1798,45,12,0
943,643,46,29,0
944,492,3,56,0
945,1517,21,42,0
946,1133,20,37,0
947,2773,11,29,0
948,2604,2,3,0
949,1530,49,43,0
950,235,44,7,0
951,2696,42,17,0
952,1154,41,52,1
953,2359,23,1,0
954,1605,30,21,0
955,629,41,26,0
956,676,46,52,0
957,252,33,28,0
958,1201,25,39,0
959,2021,29,32,1
960,2172,41,14,0
961,1886,34,53,0
962,2604,5,41,1
963,686,8,50,0
964,213,5,45,1
965,948,39,3,1
966,1318,41,36,0
967,1930,12,33,0
968,873,29,15,0
969,1714,35,3,0
970,1813,24,10,1
971,2161,36,56,0
972,226,47,38,0
973,2447,46,28,0
974,2189,7,38,0
975,2724,36,55,0
976,906,30,8,0
977,1417,24,56,0
978,1752,31,38,0
979,2373,37,57,0
980,2432,33,51,0
981,198,49,50,1
982,1478,43,57,0
983,2892,46,46,0
984,1601,47,36,1
985,239,38,36,0
986,915,10,10,0
987,368,21,24,1
988,2081,19,11,0
989,2851,32,50,0
990,2412,42,16,0
991,1209,6,38,0
992,2715,36,1,0
993,1628,30,24,0
994,1271,8,43,1
995,1510,16,49,0
996,2395,36,46,0
997,305,38,40,0
998,1482,26,14,1
999,2594,41,41,0
1000,2124,9,14,0
1001,2730,38,49,1
1002,740,40,9,0
1003,2313,25,40,0
1004,2017,12,8,0
1005,953,1,8,1
1006,875,33,55,1
1007,1844,35,33,0
1008,823,15,20,1
1009,1073,41,49,1
1010,1891,36,6,0
1011,2452,7,42,0
1012,1949,14,40,1
1013,401,6,17,0
1014,943,1,6,0
1015,1020,25,33,0
1016,382,49,31,0
1017,296,3,50,0
1018,2277,30,4,0
1019,395,18,56,0
1020,672,41,8,1
1021,1935,32,7,1
1022,803,36,53,0
1023,44,34,21,1
1024,1863,8,25,0
1025,1530,37,11,0
1026,588,34,40,0
1027,1202,7,7,1
1028,1330,9,56,0
1029,2371,9,51,1
1030,2829,14,48,0
1031,351,18,15,0
1032,606,30,57,0
1033,1445,30,59,0
1034,2740,15,54,1
1035,2021,45,19,1
1036,1131,44,12,0
1037,1628,17,19,0
1038,2160,9,16,0
1039,372,32,38,0
1040,111,34,32,0
1041,1869,21,40,0
1042,168,9,41,0
1043,1835,48,15,1
1044,2231,48,53,0
1045,888,5,18,0
1046,541,49,11,1
1047,2042,42,58,0
1048,618,8,53,0
1049,118,25,28,1
1050,2886,31,40,0
1051,1975,11,57,1
1052,201,47,19,0
1053,2284,36,15,0
1054,86,29,49,1
1055,2398,1,31,0
1056,593,3,38,1
1057,1226,22,50,0
1058,1668,15,47,0
1059,1222,1,24,0
1060,2849,21,12,1
1061,1711,39,44,0
1062,26,19,57,0
1063,1426,31,52,0
1064,2876,23,51,0
1065,151,24,32,0
1066,7,19,36,1
1067,745,34,21,1
1068,674,9,33,1
1069,2772,35,44,0
1070,638,44,52,0
1071,2720,41,30,0
1072,2552,2,32,0
1073,2293,32,19,1
1074,1630,25,25,0
1075,1780,7,7,0
1076,1808,47,19,0
1077,1922,8,59,1
1078,1826,31,44,0
1079,774,29,48,1
1080,891,6,18,0
1081,1176,36,15,0
1082,1461,2,57,0
1083,945,6,36,1
1084,2592,3,31,0
1085,2382,30,27,0
1086,486,42,45,0
1087,2748,28,37,0
1088,143,5,24,0
1089,77,40,47,0
1090,1042,35,3,0
1091,947,49,43,0
1092,680,31,57,0
1093,280,35,3,0
1094,2756,14,8,1
1095,1408,22,53,0
1096,457,45,21,1
1097,2205,40,10,0
1098,2339,15,33,0
1099,1997,8,50,0
1100,639,18,24,0
1101,2832,16,55,0
1102,2939,4,55,0
1103,395,1,42,1
1104,1033,14,57,0
1105,899,1,26,1
1106,1547,15,49,0
1107,1950,38,32,0
1108,1322,1,19,1
1109,2544,35,44,0
1110,2950,41,36,0
1111,813,41,40,0
1112,2730,17,7,0
1113,2688,34,30,0
1114,2367,49,16,1
1115,2396,23,1,1
1116,311,38,2,0
1117,1292,9,34,1
1118,2274,45,46,0
1119,472,8,14,0
1120,1164,2,48,0
1121,2210,37,23,0
1122,1995,16,29,0
1123,2593,23,29,0
1124,1925,13,31,0
1125,2633,9,57,0
1126,2318,41,20,0
1127,2734,24,30,0
1128,979,40,57,0
1129,1883,34,39,1
1130,2894,37,15,1
1131,716,48,40,0
1132,1694,26,31,1
1133,238,29,58,0
1134,427,19,11,1
1135,1156,2,33,0
1136,2077,19,38,0
1137,2608,12,4,1
1138,2422,43,32,0
1139,1386,17,42,0
1140,1670,41,51,1
1141,165,24,53,0
1142,76,17,46,0
1143,2041,1,35,0
1144,1490,6,29,0
1145,2796,5,19,0
1146,1572,3,44,0
1147,2773,25,27,0
1148,847,25,5,0
1149,696,17,26,0
1150,2659,47,29,0
1151,2670,31,52,0
1152,2102,37,59,0
1153,180,32,54,0
1154,132,14,39,0
1155,2555,29,34,0
1156,2239,24,55,0
1157,2452,15,54,0
1158,2360,44,12,0
1159,2086,49,35,0
1160,2922,12,39,0
1161,2569,17,51,1
1162,945,28,41,1
1163,1235,40,52,1
1164,443,27,57,0
1165,2788,41,20,0
1166,88,47,59,0
1167,2887,37,47,1
1168,2605,7,11,1
1169,2133,13,58,1
1170,1358,30,38,0
1171,2201,7,23,1
1172,675,46,43,0
1173,1035,10,47,0
1174,1137,40,55,0
1175,62,40,25,0
1176,1225,32,7,0
1177,562,36,17,0
1178,969,45,40,0
1179,575,25,26,0
1180,1924,16,14,1
1181,1814,37,36,1
1182,1261,22,3,0
1183,2367,3,33,0
1184,936,46,16,0
1185,983,7,29,1
1186,2570,7,14,0
1187,1159,29,2,1
1188,1350,1,5,0
1189,719,31,2,0
1190,1816,19,29,0
1191,2068,44,52,0
1192,2033,11,40,0
1193,2348,27,17,0
1194,2849,7,5,0
1195,2115,30,25,1
1196,2810,33,55,0
1197,1569,44,6,0
1198,575,44,48,0
1199,70,13,42,1
1200,1053,16,43,0
1201,150,34,1,0
1202,2133,3,38,0
1203,1241,4,50,0
1204,1363,2,22,0
1205,1088,8,59,0
1206,1529,3,24,0
1207,667,12,17,0
1208,938,34,19,0
1209,879,5,30,0
1210,463,44,41,1
1211,2486,31,53,0
1212,1852,10,19,0
1213,182,15,17,0
1214,1401,1,33,0
1215,990,2,28,0
1216,585,29,35,0
1217,2933,44,56,0
1218,2059,39,46,0
1219,201,49,22,0
1220,2160,47,29,0
1221,1216,1,42,1
1222,2777,44,38,0
1223,59,35,26,1
1224,1457,14,25,0
1225,2064,40,17,0
1226,215,1,35,0
1227,1047,49,35,0
1228,2957,32,11,0
1229,206,37,7,0
1230,2688,16,52,0
1231,1930,31,43,0
1232,411,34,15,0
1233,1476,6,3,0
1234,183,3,46,0
1235,1163,6,36,0
1236,2902,44,2,1
1237,1378,23,12,0
1238,1291,11,3,0
1239,832,47,47,0
1240,1126,25,38,0
1241,2947,46,11,0
1242,135,19,38,0
1243,111,38,3,0
1244,1418,43,47,0
1245,257,5,12,1
1246,1284,5,16,0
1247,2312,36,56,0
1248,2606,43,25,0
1249,2472,14,5,0
1250,1541,45,3,0
1251,1861,6,42,0
1252,549,26,17,0
1253,187,15,46,1
1254,2321,8,13,0
1255,1301,44,33,1
1256,2418,28,22,1
1257,1721,28,36,0
1258,238,34,16,0
1259,1345,41,10,0
1260,134,17,21,0
1261,680,36,29,0
1262,325,17,13,0
1263,79,39,12,0
1264,1858,22,46,1
1265,2018,3,33,0
1266,1233,22,19,0
1267,1273,34,41,0
1268,1331,30,57,0
1269,2214,21,53,0
1270,1372,30,37,0
1271,557,5,58,0
1272,2910,17,45,0
1273,227,49,11,0
1274,380,8,42,1
1275,2673,35,19,0
1276,1791,3,9,1
1277,697,44,24,0
1278,318,3,20,0
1279,629,40,11,0
1280,551,7,11,0
1281,1644,21,44,0
